precid,huid,Block2010str,sex,race,hispan,randagePCT12,gqtype,hcb_lat,hcb_lon,gradelevel,ncs_lat,ncs_lon,SCHNAM09,NCESSCH,hcb_ncs_line
B371559607022026P0085,B371559607022026H030,B371559607022026,2,3.0,0.0,17.0,0.0,34.65972875715306,-79.06540494207863,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06540494207863 34.65972875715306, -79.00006599999999 34.645515)"
B371559607022026P0057,B371559607022026H034,B371559607022026,1,3.0,0.0,15.0,0.0,34.65972875715306,-79.06540494207863,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06540494207863 34.65972875715306, -79.00006599999999 34.645515)"
B371559607022026P0126,B371559607022026H041,B371559607022026,2,7.0,0.0,15.0,0.0,34.65972875715306,-79.06540494207863,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06540494207863 34.65972875715306, -79.00006599999999 34.645515)"
B371559607022026P0110,B371559607022026H041,B371559607022026,1,6.0,1.0,16.0,0.0,34.65972875715306,-79.06540494207863,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06540494207863 34.65972875715306, -79.00006599999999 34.645515)"
B371559607022027P0014,B371559607022027H005,B371559607022027,1,2.0,0.0,17.0,0.0,34.65894776273887,-79.06084512271671,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06084512271671 34.65894776273887, -79.00006599999999 34.645515)"
B371559607022027P0016,B371559607022027H005,B371559607022027,2,2.0,0.0,14.0,0.0,34.65894776273887,-79.06084512271671,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06084512271671 34.65894776273887, -79.00006599999999 34.645515)"
B371559607022027P0013,B371559607022027H007,B371559607022027,1,2.0,0.0,17.0,0.0,34.65894776273887,-79.06084512271671,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06084512271671 34.65894776273887, -79.00006599999999 34.645515)"
B371559607022027P0023,B371559607022027H011,B371559607022027,1,3.0,0.0,15.0,0.0,34.65894776273887,-79.06084512271671,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06084512271671 34.65894776273887, -79.00006599999999 34.645515)"
B371559607022028P0015,B371559607022028H009,B371559607022028,1,3.0,0.0,17.0,0.0,34.65885276235844,-79.06238564082359,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06238564082359 34.65885276235844, -79.00006599999999 34.645515)"
B371559607022028P0014,B371559607022028H009,B371559607022028,1,3.0,0.0,14.0,0.0,34.65885276235844,-79.06238564082359,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.06238564082359 34.65885276235844, -79.00006599999999 34.645515)"
B371559607022029P0002,B371559607022029H023,B371559607022029,1,1.0,0.0,15.0,0.0,34.645726821612364,-79.05514346105218,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0038,B371559607022029H028,B371559607022029,2,1.0,0.0,15.0,0.0,34.645726821612364,-79.05514346105218,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0100,B371559607022029H047,B371559607022029,2,2.0,0.0,16.0,0.0,34.645726821612364,-79.05514346105218,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0101,B371559607022029H048,B371559607022029,2,2.0,0.0,16.0,0.0,34.645726821612364,-79.05514346105218,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0080,B371559607022029H048,B371559607022029,1,2.0,0.0,16.0,0.0,34.645726821612364,-79.05514346105218,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0102,B371559607022029H051,B371559607022029,2,2.0,0.0,17.0,0.0,34.645726821612364,-79.05514346105218,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0079,B371559607022029H051,B371559607022029,1,2.0,0.0,15.0,0.0,34.645726821612364,-79.05514346105218,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0165,B371559607022029H071,B371559607022029,2,3.0,0.0,15.0,0.0,34.645726821612364,-79.05514346105218,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0129,B371559607022029H073,B371559607022029,1,3.0,0.0,16.0,0.0,34.645726821612364,-79.05514346105218,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0126,B371559607022029H075,B371559607022029,1,3.0,0.0,17.0,0.0,34.645726821612364,-79.05514346105218,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022029P0127,B371559607022029H076,B371559607022029,1,3.0,0.0,15.0,0.0,34.645726821612364,-79.05514346105218,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05514346105218 34.645726821612364, -79.00006599999999 34.645515)"
B371559607022030P0002,B371559607022030H005,B371559607022030,1,1.0,0.0,15.0,0.0,34.646930317431874,-79.05348451918374,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05348451918374 34.646930317431874, -79.00006599999999 34.645515)"
B371559607022030P0003,B371559607022030H006,B371559607022030,1,1.0,0.0,15.0,0.0,34.646930317431874,-79.05348451918374,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05348451918374 34.646930317431874, -79.00006599999999 34.645515)"
B371559607022033P0005,B371559607022033H026,B371559607022033,1,1.0,0.0,17.0,0.0,34.650743800656535,-79.05460517282002,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0115,B371559607022033H048,B371559607022033,2,2.0,0.0,14.0,0.0,34.650743800656535,-79.05460517282002,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0095,B371559607022033H053,B371559607022033,1,2.0,0.0,16.0,0.0,34.650743800656535,-79.05460517282002,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0117,B371559607022033H057,B371559607022033,2,2.0,0.0,14.0,0.0,34.650743800656535,-79.05460517282002,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0118,B371559607022033H057,B371559607022033,2,2.0,0.0,15.0,0.0,34.650743800656535,-79.05460517282002,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0174,B371559607022033H066,B371559607022033,2,3.0,0.0,17.0,0.0,34.650743800656535,-79.05460517282002,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0175,B371559607022033H069,B371559607022033,2,3.0,0.0,16.0,0.0,34.650743800656535,-79.05460517282002,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0143,B371559607022033H070,B371559607022033,1,3.0,0.0,15.0,0.0,34.650743800656535,-79.05460517282002,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0142,B371559607022033H070,B371559607022033,1,3.0,0.0,17.0,0.0,34.650743800656535,-79.05460517282002,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0172,B371559607022033H072,B371559607022033,2,3.0,0.0,14.0,0.0,34.650743800656535,-79.05460517282002,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0141,B371559607022033H077,B371559607022033,1,3.0,0.0,15.0,0.0,34.650743800656535,-79.05460517282002,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022033P0205,B371559607022033H081,B371559607022033,2,6.0,1.0,17.0,0.0,34.650743800656535,-79.05460517282002,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05460517282002 34.650743800656535, -79.00006599999999 34.645515)"
B371559607022035P0023,B371559607022035H011,B371559607022035,2,3.0,0.0,15.0,0.0,34.65303728986262,-79.05664168408839,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05664168408839 34.65303728986262, -79.00006599999999 34.645515)"
B371559607022037P0002,B371559607022037H012,B371559607022037,1,1.0,0.0,16.0,0.0,34.65179479729196,-79.05256582017539,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05256582017539 34.651794797291956, -79.00006599999999 34.645515)"
B371559607022037P0003,B371559607022037H013,B371559607022037,1,1.0,0.0,16.0,0.0,34.65179479729196,-79.05256582017539,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05256582017539 34.651794797291956, -79.00006599999999 34.645515)"
B371559607022037P0021,B371559607022037H013,B371559607022037,2,1.0,0.0,14.0,0.0,34.65179479729196,-79.05256582017539,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05256582017539 34.651794797291956, -79.00006599999999 34.645515)"
B371559607022037P0050,B371559607022037H020,B371559607022037,2,2.0,0.0,16.0,0.0,34.65179479729196,-79.05256582017539,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05256582017539 34.651794797291956, -79.00006599999999 34.645515)"
B371559607022037P0061,B371559607022037H030,B371559607022037,1,3.0,0.0,17.0,0.0,34.65179479729196,-79.05256582017539,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05256582017539 34.651794797291956, -79.00006599999999 34.645515)"
B371559607022039P0045,B371559607022039H010,B371559607022039,2,1.0,1.0,17.0,0.0,34.6554167824416,-79.05155960303101,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022039P0058,B371559607022039H012,B371559607022039,1,3.0,0.0,18.0,0.0,34.6554167824416,-79.05155960303101,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022039P0004,B371559607022039H013,B371559607022039,1,1.0,0.0,17.0,0.0,34.6554167824416,-79.05155960303101,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022039P0021,B371559607022039H016,B371559607022039,2,1.0,0.0,15.0,0.0,34.6554167824416,-79.05155960303101,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022039P0056,B371559607022039H028,B371559607022039,1,3.0,0.0,15.0,0.0,34.6554167824416,-79.05155960303101,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022039P0082,B371559607022039H032,B371559607022039,2,3.0,0.0,15.0,0.0,34.6554167824416,-79.05155960303101,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022039P0055,B371559607022039H033,B371559607022039,1,3.0,0.0,17.0,0.0,34.6554167824416,-79.05155960303101,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022039P0083,B371559607022039H035,B371559607022039,2,3.0,0.0,16.0,0.0,34.6554167824416,-79.05155960303101,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05155960303101 34.6554167824416, -79.00006599999999 34.645515)"
B371559607022040P0001,B371559607022040H002,B371559607022040,1,1.0,0.0,15.0,0.0,34.64759232254737,-79.03906822729431,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03906822729431 34.64759232254737, -79.00006599999999 34.645515)"
B371559607022040P0040,B371559607022040H012,B371559607022040,2,3.0,0.0,16.0,0.0,34.64759232254737,-79.03906822729431,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03906822729431 34.64759232254737, -79.00006599999999 34.645515)"
B371559607022040P0024,B371559607022040H013,B371559607022040,1,3.0,0.0,15.0,0.0,34.64759232254737,-79.03906822729431,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03906822729431 34.64759232254737, -79.00006599999999 34.645515)"
B371559607022041P0003,B371559607022041H002,B371559607022041,1,1.0,0.0,15.0,0.0,34.65091230993503,-79.03599588628832,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03599588628832 34.65091230993503, -79.00006599999999 34.645515)"
B371559607022041P0013,B371559607022041H005,B371559607022041,1,3.0,0.0,16.0,0.0,34.65091230993503,-79.03599588628832,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03599588628832 34.65091230993503, -79.00006599999999 34.645515)"
B371559607022042P0021,B371559607022042H011,B371559607022042,2,1.0,0.0,16.0,0.0,34.64455933953421,-79.03201514982291,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03201514982291 34.64455933953421, -79.00006599999999 34.645515)"
B371559607022042P0003,B371559607022042H013,B371559607022042,1,1.0,0.0,15.0,0.0,34.64455933953421,-79.03201514982291,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03201514982291 34.64455933953421, -79.00006599999999 34.645515)"
B371559607022042P0058,B371559607022042H028,B371559607022042,1,3.0,0.0,17.0,0.0,34.64455933953421,-79.03201514982291,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03201514982291 34.64455933953421, -79.00006599999999 34.645515)"
B371559607022042P0089,B371559607022042H033,B371559607022042,2,3.0,0.0,17.0,0.0,34.64455933953421,-79.03201514982291,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03201514982291 34.64455933953421, -79.00006599999999 34.645515)"
B371559607022053P0029,B371559607022053H013,B371559607022053,2,3.0,0.0,15.0,0.0,34.653337289858285,-79.05424584570015,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05424584570015 34.653337289858285, -79.00006599999999 34.645515)"
B371559607022053P0028,B371559607022053H013,B371559607022053,2,3.0,0.0,17.0,0.0,34.653337289858285,-79.05424584570015,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05424584570015 34.653337289858285, -79.00006599999999 34.645515)"
B371559607022054P0019,B371559607022054H005,B371559607022054,2,2.0,0.0,17.0,0.0,34.65315779197377,-79.05168204542585,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.05168204542585 34.65315779197377, -79.00006599999999 34.645515)"
B371559607022055P0009,B371559607022055H004,B371559607022055,1,7.0,0.0,15.0,0.0,34.63564587506422,-79.03705651798619,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03705651798619 34.63564587506422, -79.00006599999999 34.645515)"
B371559608011000P0019,B371559608011000H003,B371559608011000,2,2.0,0.0,7.0,0.0,34.60737250506633,-79.02520286629168,G01,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.02520286629168 34.60737250506633, -79.02268 34.61064)"
B371559608011000P0020,B371559608011000H015,B371559608011000,2,2.0,0.0,16.0,0.0,34.60737250506633,-79.02520286629168,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.02520286629168 34.60737250506633, -79.00006599999999 34.645515)"
B371559608011002P0014,B371559608011002H003,B371559608011002,2,2.0,0.0,17.0,0.0,34.60713800493639,-79.02683709651119,G12,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.02683709651119 34.60713800493639, -79.00006599999999 34.645515)"
B371559608011003P0002,B371559608011003H002,B371559608011003,2,2.0,0.0,7.0,0.0,34.60765400191659,-79.02794775769794,G01,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.02794775769794 34.60765400191659, -79.02268 34.61064)"
B371559608011006P0002,B371559608011006H004,B371559608011006,1,2.0,0.0,9.0,0.0,34.6050130111459,-79.03107831040155,G04,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03107831040155 34.6050130111459, -79.02268 34.61064)"
B371559608011006P0003,B371559608011006H007,B371559608011006,1,2.0,0.0,8.0,0.0,34.6050130111459,-79.03107831040155,G02,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03107831040155 34.6050130111459, -79.02268 34.61064)"
B371559608011007P0010,B371559608011007H013,B371559608011007,1,2.0,0.0,8.0,0.0,34.60550550595765,-79.03538658602186,G02,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.02268 34.61064)"
B371559608011007P0019,B371559608011007H014,B371559608011007,1,2.0,0.0,16.0,0.0,34.60550550595765,-79.03538658602186,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0018,B371559608011007H015,B371559608011007,1,2.0,0.0,17.0,0.0,34.60550550595765,-79.03538658602186,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0014,B371559608011007H016,B371559608011007,1,2.0,0.0,13.0,0.0,34.60550550595765,-79.03538658602186,G08,34.603928,-79.03142799999999,LUMBERTON JUNIOR HIGH,370393002236.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.03142799999999 34.603928)"
B371559608011007P0063,B371559608011007H017,B371559608011007,2,2.0,0.0,17.0,0.0,34.60550550595765,-79.03538658602186,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0059,B371559608011007H017,B371559608011007,2,2.0,0.0,14.0,0.0,34.60550550595765,-79.03538658602186,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0062,B371559608011007H019,B371559608011007,2,2.0,0.0,15.0,0.0,34.60550550595765,-79.03538658602186,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0057,B371559608011007H020,B371559608011007,2,2.0,0.0,10.0,0.0,34.60550550595765,-79.03538658602186,G05,34.658093,-79.005224,L GILBERT CARROLL MIDDLE,370393002235.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.005224 34.658093)"
B371559608011007P0013,B371559608011007H021,B371559608011007,1,2.0,0.0,10.0,0.0,34.60550550595765,-79.03538658602186,G05,34.658093,-79.005224,L GILBERT CARROLL MIDDLE,370393002235.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.005224 34.658093)"
B371559608011007P0058,B371559608011007H021,B371559608011007,2,2.0,0.0,11.0,0.0,34.60550550595765,-79.03538658602186,G05,34.658093,-79.005224,L GILBERT CARROLL MIDDLE,370393002235.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.005224 34.658093)"
B371559608011007P0054,B371559608011007H022,B371559608011007,2,2.0,0.0,9.0,0.0,34.60550550595765,-79.03538658602186,G03,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.02268 34.61064)"
B371559608011007P0017,B371559608011007H022,B371559608011007,1,2.0,0.0,17.0,0.0,34.60550550595765,-79.03538658602186,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0016,B371559608011007H025,B371559608011007,1,2.0,0.0,16.0,0.0,34.60550550595765,-79.03538658602186,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0061,B371559608011007H035,B371559608011007,2,2.0,0.0,15.0,0.0,34.60550550595765,-79.03538658602186,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0012,B371559608011007H037,B371559608011007,1,2.0,0.0,12.0,0.0,34.60550550595765,-79.03538658602186,G06,34.658093,-79.005224,L GILBERT CARROLL MIDDLE,370393002235.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.005224 34.658093)"
B371559608011007P0015,B371559608011007H038,B371559608011007,1,2.0,0.0,16.0,0.0,34.60550550595765,-79.03538658602186,G11,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0009,B371559608011007H040,B371559608011007,1,2.0,0.0,5.0,0.0,34.60550550595765,-79.03538658602186,KG,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.02268 34.61064)"
B371559608011007P0056,B371559608011007H040,B371559608011007,2,2.0,0.0,14.0,0.0,34.60550550595765,-79.03538658602186,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011007P0011,B371559608011007H042,B371559608011007,1,2.0,0.0,13.0,0.0,34.60550550595765,-79.03538658602186,G07,34.603928,-79.03142799999999,LUMBERTON JUNIOR HIGH,370393002236.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.03142799999999 34.603928)"
B371559608011007P0008,B371559608011007H042,B371559608011007,1,2.0,0.0,5.0,0.0,34.60550550595765,-79.03538658602186,KG,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.02268 34.61064)"
B371559608011007P0007,B371559608011007H044,B371559608011007,1,2.0,0.0,9.0,0.0,34.60550550595765,-79.03538658602186,G03,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.02268 34.61064)"
B371559608011007P0055,B371559608011007H044,B371559608011007,2,2.0,0.0,7.0,0.0,34.60550550595765,-79.03538658602186,G01,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.02268 34.61064)"
B371559608011007P0060,B371559608011007H044,B371559608011007,2,2.0,0.0,15.0,0.0,34.60550550595765,-79.03538658602186,G09,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03538658602186 34.60550550595765, -79.00006599999999 34.645515)"
B371559608011008P0009,B371559608011008H002,B371559608011008,2,2.0,0.0,7.0,0.0,34.608171996225764,-79.03287040803592,G01,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03287040803592 34.608171996225764, -79.02268 34.61064)"
B371559608011008P0010,B371559608011008H003,B371559608011008,2,2.0,0.0,7.0,0.0,34.608171996225764,-79.03287040803592,G02,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03287040803592 34.608171996225764, -79.02268 34.61064)"
B371559608011008P0008,B371559608011008H005,B371559608011008,2,2.0,0.0,8.0,0.0,34.608171996225764,-79.03287040803592,G03,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03287040803592 34.608171996225764, -79.02268 34.61064)"
B371559608011008P0002,B371559608011008H006,B371559608011008,1,2.0,0.0,10.0,0.0,34.608171996225764,-79.03287040803592,G04,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03287040803592 34.608171996225764, -79.02268 34.61064)"
B371559608011008P0011,B371559608011008H006,B371559608011008,2,2.0,0.0,9.0,0.0,34.608171996225764,-79.03287040803592,G03,34.61064,-79.02268,W H KNUCKLES,370393002247.0,"LINESTRING ( -79.03287040803592 34.608171996225764, -79.02268 34.61064)"
B371559608011009P0010,B371559608011009H002,B371559608011009,2,2.0,0.0,13.0,0.0,34.60262101865456,-79.03501850338512,G08,34.603928,-79.03142799999999,LUMBERTON JUNIOR HIGH,370393002236.0,"LINESTRING ( -79.03501850338512 34.60262101865456, -79.03142799999999 34.603928)"
B371559608011010P0002,B371559608011010H001,B371559608011010,2,2.0,0.0,16.0,0.0,34.60740499767612,-79.03552190707447,G10,34.645515,-79.00006599999999,LUMBERTON SENIOR HIGH,370393002237.0,"LINESTRING ( -79.03552190707447 34.60740499767612, -79.00006599999999 34.645515)"
