precid,huid,Block2010str,sex,race,hispan,randagePCT12,gqtype,hcb_lat,hcb_lon,Earnings,agegroupLODES,Education,jobtype,IndustryCode,NAICS2D,wet_lat,wet_lon,hcb_wet_line,SIName,od_distance
B371559606001014P0137,B371559606001014H004,B371559606001014,2,3.0,0.0,55.0,0.0,34.68989161456162,-79.10667293884325,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.10667293884325 34.68989161456162, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,12.105159795660184
B371559606001014P0067,B371559606001014H013,B371559606001014,1,3.0,0.0,36.0,0.0,34.68989161456162,-79.10667293884325,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.10667293884325 34.68989161456162, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,12.332344881663948
B371559606001021P0128,B371559606001021H013,B371559606001021,2,3.0,0.0,33.0,0.0,34.700207570074326,-79.1147578687922,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.1147578687922 34.700207570074326, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,14.073765172298812
B371559606001021P0149,B371559606001021H015,B371559606001021,2,3.0,0.0,55.0,0.0,34.700207570074326,-79.1147578687922,2.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.1147578687922 34.700207570074326, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,12.933333293858876
B371559606001021P0007,B371559606001021H029,B371559606001021,2,1.0,0.0,42.0,0.0,34.700207570074326,-79.1147578687922,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.1147578687922 34.700207570074326, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,16.398378032944176
B371559606001024P0243,B371559606001024H021,B371559606001024,2,3.0,0.0,63.0,0.0,34.6952800831306,-79.13293572917638,2.0,3.0,3.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -79.13293572917638 34.6952800831306, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,13.401159539696073
B371559606001024P0214,B371559606001024H049,B371559606001024,2,3.0,0.0,40.0,0.0,34.6952800831306,-79.13293572917638,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.13293572917638 34.6952800831306, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,14.350496976765069
B371559606001024P0202,B371559606001024H081,B371559606001024,2,3.0,0.0,36.0,0.0,34.6952800831306,-79.13293572917638,3.0,2.0,2.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -79.13293572917638 34.6952800831306, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,18.744513577764163
B371559606001026P0242,B371559606001026H006,B371559606001026,2,3.0,0.0,19.0,0.0,34.70255355121711,-79.14252598958369,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.14252598958369 34.70255355121711, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.79006031342253
B371559606001026P0314,B371559606001026H071,B371559606001026,2,3.0,0.0,52.0,0.0,34.70255355121711,-79.14252598958369,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.14252598958369 34.70255355121711, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,15.817328632017889
B371559606001028P0063,B371559606001028H016,B371559606001028,2,3.0,0.0,50.0,0.0,34.687459608596704,-79.14634670603144,3.0,2.0,3.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.14634670603144 34.687459608596704, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,15.306085951038195
B371559606001038P0044,B371559606001038H009,B371559606001038,2,3.0,0.0,35.0,0.0,34.68365112885689,-79.13312190093318,3.0,2.0,3.0,JT07,15.0,61.0,34.62243,-78.99577,"LINESTRING ( -79.13312190093318 34.68365112885689, -78.99577 34.62243)",ROWLAND NORMENT SCHOOL,14.298854216980327
B371559606001038P0047,B371559606001038H018,B371559606001038,2,3.0,0.0,43.0,0.0,34.68365112885689,-79.13312190093318,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.13312190093318 34.68365112885689, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,13.841609481761717
B371559606001039P0002,B371559606001039H001,B371559606001039,2,1.0,0.0,60.0,0.0,34.6831101347467,-79.12405141912278,2.0,3.0,4.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.12405141912278 34.6831101347467, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,9.38778617372284
B371559606001039P0123,B371559606001039H017,B371559606001039,2,3.0,0.0,47.0,0.0,34.6831101347467,-79.12405141912278,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12405141912278 34.6831101347467, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.679281750846876
B371559606001039P0130,B371559606001039H052,B371559606001039,2,3.0,0.0,54.0,0.0,34.6831101347467,-79.12405141912278,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12405141912278 34.6831101347467, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,12.950159688797973
B371559606001043P0005,B371559606001043H003,B371559606001043,1,3.0,0.0,49.0,0.0,34.67752014847304,-79.14351283466804,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.14351283466804 34.67752014847304, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,14.431940559982664
B371559606001047P0012,B371559606001047H003,B371559606001047,2,2.0,0.0,63.0,0.0,34.67966864243148,-79.13805326351093,1.0,3.0,3.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.13805326351093 34.67966864243148, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,13.697121216988206
B371559606002001P0111,B371559606002001H002,B371559606002001,2,3.0,0.0,27.0,0.0,34.68791663139744,-79.08431021933065,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.08431021933065 34.68791663139744, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.186061180159514
B371559606002001P0118,B371559606002001H015,B371559606002001,2,3.0,0.0,41.0,0.0,34.68791663139744,-79.08431021933065,2.0,2.0,3.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.08431021933065 34.68791663139744, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,18.589798463652087
B371559606002004P0068,B371559606002004H023,B371559606002004,2,3.0,0.0,46.0,0.0,34.68495714128959,-79.08998449971156,3.0,2.0,3.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -79.08998449971156 34.68495714128959, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,9.39505390228411
B371559606002004P0029,B371559606002004H030,B371559606002004,1,3.0,0.0,47.0,0.0,34.68495714128959,-79.08998449971156,3.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.08998449971156 34.68495714128959, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.59705458905341
B371559606002009P0034,B371559606002009H013,B371559606002009,1,3.0,0.0,43.0,0.0,34.669945710145925,-79.07431820532527,2.0,2.0,2.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -79.07431820532527 34.669945710145925, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,6.366426677820926
B371559606002011P0096,B371559606002011H017,B371559606002011,2,3.0,0.0,52.0,0.0,34.671200198108544,-79.08914406817134,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.08914406817134 34.671200198108544, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.23868722298336
B371559606002011P0084,B371559606002011H036,B371559606002011,2,3.0,0.0,39.0,0.0,34.671200198108544,-79.08914406817134,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.08914406817134 34.671200198108544, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.531605617932748
B371559606002014P0009,B371559606002014H002,B371559606002014,2,1.0,0.0,20.0,0.0,34.67777817059322,-79.09031874360078,2.0,1.0,0.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.09031874360078 34.67777817059322, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,7.6303516452572
B371559606002014P0049,B371559606002014H010,B371559606002014,2,3.0,0.0,46.0,0.0,34.67777817059322,-79.09031874360078,2.0,2.0,2.0,JT07,15.0,61.0,34.62243,-78.99577,"LINESTRING ( -79.09031874360078 34.67777817059322, -78.99577 34.62243)",ROWLAND NORMENT SCHOOL,10.650832307289065
B371559606002015P0002,B371559606002015H002,B371559606002015,1,1.0,0.0,29.0,0.0,34.67373418331441,-79.09889968357383,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.09889968357383 34.67373418331441, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.556136041238195
B371559606002016P0204,B371559606002016H011,B371559606002016,2,3.0,0.0,33.0,0.0,34.67186968755574,-79.10621292936702,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.10621292936702 34.67186968755574, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.563796627018457
B371559606002016P0027,B371559606002016H014,B371559606002016,2,1.0,0.0,49.0,0.0,34.67186968755574,-79.10621292936702,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.10621292936702 34.67186968755574, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.38823105752958
B371559606002016P0146,B371559606002016H025,B371559606002016,1,3.0,0.0,52.0,0.0,34.67186968755574,-79.10621292936702,3.0,2.0,4.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -79.10621292936702 34.67186968755574, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,8.23134584254767
B371559606002016P0219,B371559606002016H052,B371559606002016,2,3.0,0.0,40.0,0.0,34.67186968755574,-79.10621292936702,2.0,2.0,3.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.10621292936702 34.67186968755574, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,8.535745674305481
B371559606002016P0236,B371559606002016H078,B371559606002016,2,3.0,0.0,61.0,0.0,34.67186968755574,-79.10621292936702,2.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.10621292936702 34.67186968755574, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,16.61797245919322
B371559606002017P0003,B371559606002017H002,B371559606002017,2,3.0,0.0,32.0,0.0,34.681946145639415,-79.10908636058238,3.0,2.0,3.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -79.10908636058238 34.681946145639415, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,9.58769835792828
B371559606002021P0021,B371559606002021H009,B371559606002021,2,3.0,0.0,51.0,0.0,34.68402214178438,-79.09811279550041,3.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.09811279550041 34.68402214178438, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.980850770854972
B371559606002029P0010,B371559606002029H003,B371559606002029,2,2.0,0.0,60.0,0.0,34.65927625550811,-79.0724197944005,2.0,3.0,3.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -79.0724197944005 34.65927625550811, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,11.628203166965852
B371559606002029P0011,B371559606002029H006,B371559606002029,2,2.0,0.0,62.0,0.0,34.65927625550811,-79.0724197944005,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.0724197944005 34.65927625550811, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.719585338263393
B371559606002030P0028,B371559606002030H008,B371559606002030,2,1.0,0.0,40.0,0.0,34.65619976508896,-79.0786980155722,1.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.0786980155722 34.65619976508896, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.121712165482357
B371559606002030P0129,B371559606002030H010,B371559606002030,2,3.0,0.0,41.0,0.0,34.65619976508896,-79.0786980155722,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.0786980155722 34.65619976508896, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,7.6303516452572
B371559606002030P0122,B371559606002030H046,B371559606002030,2,3.0,0.0,34.0,0.0,34.65619976508896,-79.0786980155722,1.0,2.0,2.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -79.0786980155722 34.65619976508896, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,7.377088817589581
B371559606002031P0092,B371559606002031H030,B371559606002031,1,3.0,0.0,31.0,0.0,34.65895174984045,-79.08628409801695,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.08628409801695 34.65895174984045, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,12.584656101445953
B371559606002031P0133,B371559606002031H040,B371559606002031,2,3.0,0.0,55.0,0.0,34.65895174984045,-79.08628409801695,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.08628409801695 34.65895174984045, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.706095675616083
B371559606002033P0013,B371559606002033H001,B371559606002033,2,1.0,0.0,54.0,0.0,34.66031874570104,-79.08331620913397,1.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.08331620913397 34.66031874570104, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.23868722298336
B371559606002034P0002,B371559606002034H001,B371559606002034,2,1.0,0.0,50.0,0.0,34.662111728131435,-79.10388683439588,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.10388683439588 34.662111728131435, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.324009110128303
B371559606002036P0028,B371559606002036H006,B371559606002036,2,2.0,0.0,54.0,0.0,34.67238717951014,-79.11929278299715,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.11929278299715 34.67238717951014, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.219931018782177
B371559606002038P0023,B371559606002038H004,B371559606002038,2,1.0,1.0,26.0,0.0,34.67857965471302,-79.11949053594788,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.11949053594788 34.67857965471302, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.182045844177239
B371559606002040P0003,B371559606002040H004,B371559606002040,1,1.0,0.0,50.0,0.0,34.64899979724625,-79.0744479260538,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.0744479260538 34.64899979724625, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.706095675616083
B371559606002040P0037,B371559606002040H017,B371559606002040,2,2.0,0.0,42.0,0.0,34.64899979724625,-79.0744479260538,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.0744479260538 34.64899979724625, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,12.485884297291376
B371559606002040P0149,B371559606002040H060,B371559606002040,2,3.0,0.0,51.0,0.0,34.64899979724625,-79.0744479260538,2.0,2.0,1.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.0744479260538 34.64899979724625, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,6.87307006447313
B371559606003000P0018,B371559606003000H003,B371559606003000,2,2.0,0.0,40.0,0.0,34.673276672349445,-79.12728409992756,1.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12728409992756 34.673276672349445, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.182045844177239
B371559606003000P0021,B371559606003000H006,B371559606003000,2,2.0,0.0,58.0,0.0,34.673276672349445,-79.12728409992756,1.0,3.0,3.0,JT07,15.0,61.0,34.61427,-78.98773,"LINESTRING ( -79.12728409992756 34.673276672349445, -78.98773 34.61427)",JANIE CARYLE HARGRAVE SCHOOL,16.363992270270295
B371559606003001P0020,B371559606003001H010,B371559606003001,2,3.0,0.0,31.0,0.0,34.66876918818528,-79.13157975469642,1.0,2.0,1.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -79.13157975469642 34.66876918818528, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,6.9324474360729145
B371559606003005P0001,B371559606003005H001,B371559606003005,1,1.0,0.0,55.0,0.0,34.666327187573486,-79.15299396995692,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.15299396995692 34.666327187573486, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,8.035343792040116
B371559606003010P0049,B371559606003010H034,B371559606003010,1,3.0,0.0,56.0,0.0,34.65565024285438,-79.12593408578786,2.0,3.0,2.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -79.12593408578786 34.65565024285438, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,10.887829100679385
B371559606003012P0022,B371559606003012H009,B371559606003012,1,3.0,0.0,57.0,0.0,34.66083372054894,-79.12944190988222,2.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12944190988222 34.66083372054894, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.919528578164268
B371559606003012P0045,B371559606003012H013,B371559606003012,2,3.0,0.0,45.0,0.0,34.66083372054894,-79.12944190988222,1.0,2.0,4.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.12944190988222 34.66083372054894, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,16.426491053009848
B371559606003013P0008,B371559606003013H003,B371559606003013,1,1.0,1.0,59.0,0.0,34.66296271522814,-79.12314400577147,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12314400577147 34.66296271522814, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,0.9599150549287558
B371559606003013P0045,B371559606003013H010,B371559606003013,1,3.0,0.0,49.0,0.0,34.66296271522814,-79.12314400577147,3.0,2.0,4.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -79.12314400577147 34.66296271522814, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,10.6158916021582
B371559606003013P0081,B371559606003013H020,B371559606003013,2,3.0,0.0,37.0,0.0,34.66296271522814,-79.12314400577147,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12314400577147 34.66296271522814, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,12.162343889079192
B371559606003013P0093,B371559606003013H022,B371559606003013,2,3.0,0.0,52.0,0.0,34.66296271522814,-79.12314400577147,2.0,2.0,2.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -79.12314400577147 34.66296271522814, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,11.53973890453268
B371559606003014P0072,B371559606003014H024,B371559606003014,2,3.0,0.0,39.0,0.0,34.66561020615387,-79.1201254243948,2.0,2.0,1.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -79.1201254243948 34.66561020615387, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,11.485302467347427
B371559606003014P0006,B371559606003014H024,B371559606003014,2,1.0,0.0,29.0,0.0,34.66561020615387,-79.1201254243948,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.1201254243948 34.66561020615387, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.718140341827246
B371559606003016P0012,B371559606003016H001,B371559606003016,2,2.0,0.0,41.0,0.0,34.66259672012702,-79.11615181724197,3.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.11615181724197 34.66259672012702, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,20.826188344315163
B371559606003016P0036,B371559606003016H010,B371559606003016,2,3.0,0.0,55.0,0.0,34.66259672012702,-79.11615181724197,2.0,3.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.11615181724197 34.66259672012702, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,11.007033608284292
B371559606003017P0170,B371559606003017H053,B371559606003017,2,3.0,0.0,41.0,0.0,34.656799743688595,-79.11545447842526,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.11545447842526 34.656799743688595, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.511275805906164
B371559606003017P0111,B371559606003017H069,B371559606003017,1,3.0,0.0,51.0,0.0,34.656799743688595,-79.11545447842526,1.0,2.0,1.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.11545447842526 34.656799743688595, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,10.511275805906164
B371559606003018P0033,B371559606003018H008,B371559606003018,1,2.0,0.0,56.0,0.0,34.661113728642256,-79.11097368813829,1.0,3.0,2.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.11097368813829 34.661113728642256, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,14.766425646636678
B371559606003018P0100,B371559606003018H030,B371559606003018,2,3.0,0.0,30.0,0.0,34.661113728642256,-79.11097368813829,3.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.11097368813829 34.661113728642256, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.015631118612893
B371559606003020P0090,B371559606003020H018,B371559606003020,2,3.0,0.0,46.0,0.0,34.65233527465203,-79.090842682002,2.0,2.0,4.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -79.090842682002 34.65233527465203, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,8.6011418780729
B371559606003020P0081,B371559606003020H019,B371559606003020,2,3.0,0.0,32.0,0.0,34.65233527465203,-79.090842682002,2.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.090842682002 34.65233527465203, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.075129478648844
B371559606003020P0030,B371559606003020H020,B371559606003020,2,2.0,0.0,42.0,0.0,34.65233527465203,-79.090842682002,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.090842682002 34.65233527465203, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.94664339514426
B371559606003020P0082,B371559606003020H036,B371559606003020,2,3.0,0.0,37.0,0.0,34.65233527465203,-79.090842682002,1.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.090842682002 34.65233527465203, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.718140341827246
B371559606003027P0044,B371559606003027H012,B371559606003027,2,3.0,0.0,41.0,0.0,34.642463810740225,-79.09852750465099,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.09852750465099 34.642463810740225, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,15.391096214009687
B371559606003028P0046,B371559606003028H013,B371559606003028,2,2.0,0.0,52.0,0.0,34.649151276586466,-79.1112898510865,2.0,2.0,3.0,JT07,15.0,61.0,34.62243,-78.99577,"LINESTRING ( -79.1112898510865 34.649151276586466, -78.99577 34.62243)",ROWLAND NORMENT SCHOOL,10.87425966910078
B371559606003028P0044,B371559606003028H014,B371559606003028,2,2.0,0.0,40.0,0.0,34.649151276586466,-79.1112898510865,2.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.1112898510865 34.649151276586466, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,8.951368440387728
B371559606003028P0164,B371559606003028H053,B371559606003028,2,3.0,0.0,35.0,0.0,34.649151276586466,-79.1112898510865,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.1112898510865 34.649151276586466, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.709312946050694
B371559606003028P0148,B371559606003028H066,B371559606003028,2,3.0,0.0,26.0,0.0,34.649151276586466,-79.1112898510865,2.0,1.0,0.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -79.1112898510865 34.649151276586466, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,9.623136214227213
B371559606003029P0003,B371559606003029H001,B371559606003029,2,1.0,0.0,48.0,0.0,34.65090376175302,-79.12579029639197,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12579029639197 34.65090376175302, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.508076092201074
B371559606003029P0023,B371559606003029H005,B371559606003029,2,3.0,0.0,44.0,0.0,34.65090376175302,-79.12579029639197,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.12579029639197 34.65090376175302, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,7.7349472972564834
B371559606003036P0003,B371559606003036H001,B371559606003036,1,3.0,0.0,56.0,0.0,34.6469897765372,-79.12712800790598,3.0,3.0,3.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.12712800790598 34.6469897765372, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,12.782973103583322
B371559606003037P0009,B371559606003037H007,B371559606003037,2,1.0,0.0,34.0,0.0,34.639286311255695,-79.11989011601956,3.0,2.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.11989011601956 34.639286311255695, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,22.82995111512783
B371559606003041P0003,B371559606003041H006,B371559606003041,1,1.0,0.0,31.0,0.0,34.63461033790501,-79.10653413188702,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.10653413188702 34.63461033790501, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.658076222300541
B371559606003041P0029,B371559606003041H010,B371559606003041,2,3.0,0.0,42.0,0.0,34.63461033790501,-79.10653413188702,2.0,2.0,1.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.10653413188702 34.63461033790501, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,9.84894596994842
